CPT_CODE,CPT_LONG_DESCRIPTION,CPT_SHORT_DESCRIPTION
00100,"ANESTHESIA FOR PROCEDURES ON SALIVARY GLANDS, INCLUDING BIOPSY","ANESTH, SALIVARY GLAND"
00102,ANESTHESIA FOR PROCEDURES ON PLASTIC REPAIR OF CLEFT LIP,"ANESTH, REPAIR OF CLEFT LIP"
00103,"ANESTHESIA FOR RECONSTRUCTIVE PROCEDURES OF EYELID (EG, BLEPHAROPLASTY, PTOSIS SURGERY)","ANESTH, BLEPHAROPLASTY"
00104,ANESTHESIA FOR ELECTROCONVULSIVE THERAPY,"ANESTH, ELECTROSHOCK"
00120,"ANESTHESIA FOR PROCEDURES ON EXTERNAL, MIDDLE, AND INNER EAR INCLUDING BIOPSY  NOT OTHERWISE SPECIFIED","ANESTH, EAR SURGERY"
00124,"ANESTHESIA FOR PROCEDURES ON EXTERNAL, MIDDLE, AND INNER EAR INCLUDING BIOPSY  OTOSCOPY","ANESTH, EAR EXAM"
00126,"ANESTHESIA FOR PROCEDURES ON EXTERNAL, MIDDLE, AND INNER EAR INCLUDING BIOPSY  TYMPANOTOMY","ANESTH, TYMPANOTOMY"
00140,ANESTHESIA FOR PROCEDURES ON EYE  NOT OTHERWISE SPECIFIED,"ANESTH, PROCEDURES ON EYE"
00142,ANESTHESIA FOR PROCEDURES ON EYE  LENS SURGERY,"ANESTH, LENS SURGERY"
00144,ANESTHESIA FOR PROCEDURES ON EYE  CORNEAL TRANSPLANT,"ANESTH, CORNEAL TRANSPLANT"
00145,ANESTHESIA FOR PROCEDURES ON EYE  VITREORETINAL SURGERY,"ANESTHES,VITREORETINAL SURGERY"
00147,ANESTHESIA FOR PROCEDURES ON EYE  IRIDECTOMY,"ANESTH, IRIDECTOMY"
00148,ANESTHESIA FOR PROCEDURES ON EYE  OPHTHALMOSCOPY,"ANESTH, EYE EXAM"
00160,ANESTHESIA FOR PROCEDURES ON NOSE AND ACCESSORY SINUSES NOT OTHERWISE SPECIFIED,"ANESTH, NOSE/SINUS SURGERY"
00162,ANESTHESIA FOR PROCEDURES ON NOSE AND ACCESSORY SINUSES RADICAL SURGERY,"ANESTH, NOSE/SINUS SURGERY"
00164,"ANESTHESIA FOR PROCEDURES ON NOSE AND ACCESSORY SINUSES BIOPSY, SOFT TISSUE","ANESTH, BIOPSY OF NOSE"
00170,"ANESTHESIA FOR INTRAORAL PROCEDURES, INCLUDING BIOPSY NOT OTHERWISE SPECIFIED","ANESTH, PROCEDURE ON MOUTH"
00172,"ANESTHESIA FOR INTRAORAL PROCEDURES, INCLUDING BIOPSY REPAIR OF CLEFT PALATE","ANESTH, CLEFT PALATE REPAIR"
00174,"ANESTHESIA FOR INTRAORAL PROCEDURES, INCLUDING BIOPSY EXCISION OF RETROPHARYNGEAL TUMOR","ANESTH, PHARYNGEAL SURGERY"
00176,"ANESTHESIA FOR INTRAORAL PROCEDURES, INCLUDING BIOPSY RADICAL SURGERY","ANESTH, PHARYNGEAL SURGERY"
00190,ANESTHESIA FOR PROCEDURES ON FACIAL BONES OR SKULL NOT OTHERWISE SPECIFIED,"ANES,FACIAL BONE/SKULL NOS"
00192,ANESTHESIA FOR PROCEDURES ON FACIAL BONES OR SKULL RADICAL SURGERY (INCLUDING PROGNATHISM),"ANES,FACE BNE/SKULL RADCL SURG"
00210,ANESTHESIA FOR INTRACRANIAL PROCEDURES NOT OTHERWISE SPECIFIED,"ANESTH, OPEN HEAD SURGERY"
00212,ANESTHESIA FOR INTRACRANIAL PROCEDURES SUBDURAL TAPS,"ANESTH, SKULL DRAINAGE"
00214,"ANESTHESIA FOR INTRACRANIAL PROCEDURES BURR HOLES, INCLUDING VENTRICULOGRAPHY","ANESTH, SKULL DRAINAGE"
00215,"ANESTHESIA FOR INTRACRANIAL PROCEDURES CRANIOPLASTY OR ELEVATION OF DEPRESSED SKULL FRACTURE, EXTRADURAL (SIMPLE OR COMPOUND)","ANES INTRACRN CRANIOPLS,XTRADR"
00216,ANESTHESIA FOR INTRACRANIAL PROCEDURES VASCULAR PROCEDURES,"ANESTH, HEAD VESSEL SURGERY"
00218,ANESTHESIA FOR INTRACRANIAL PROCEDURES PROCEDURES IN SITTING POSITION,"ANESTH, SPECIAL HEAD SURGERY"
00220,ANESTHESIA FOR INTRACRANIAL PROCEDURES CEREBROSPINAL FLUID SHUNTING PROCEDURES,"ANESTH, INTRCRN NERVE"
00222,ANESTHESIA FOR INTRACRANIAL PROCEDURES ELECTROCOAGULATION OF INTRACRANIAL NERVE,"ANESTH, HEAD NERVE SURGERY"
00300,"ANESTHESIA FOR ALL PROCEDURES ON THE INTEGUMENTARY SYSTEM, MUSCLES AND NERVES OF HEAD, NECK, AND POSTERIOR TRUNK, NOT OTHERWISE SPECIFIED","ANESTH, HEAD/NECK/PTRUNK"
S0260,"HISTORY&PHYSICAL (OUTPATIENT/OFFICE) RELATED SURGICAL PROCEDURE (LIST SEPARATELY ADDITION CD, APPROPRIATE EVAL & MGT SERVICE)",H&P FOR SURGERY,
S0302,COMPLETED EARLY PERIODIC SCREENING DIAGNOSIS AND TREATMENT (EPSDT) SERVICE (LIST IN ADDITION TO CODE FOR APPROPRIATE EVALUATION AND MANAGEMENT,COMPLETED EPSDT,VICE)
S0310,HOSPITALIST SERVICES (LIST SEPARATELY IN ADDITION TO CODE FOR APPROPRIATE EVALUATION AND MANAGEMENT SERVICE),HOSPITALIST VISIT,
S0315,DISEASE MANAGEMENT PROGRAM INITIAL ASSESSMENT AND INITIATION OF THE PROGRAM,DISEASE MANAGEMENT PROGRAM,
S0316,FOLLOW-UP/REASSESSMENT,FOLLOW-UP/REASSESSMENT,
S0320,TELEPHONE CALLS BY A REGISTERED NURSE TO A DISEASE MANAGEMENT PROGRAM MEMBER FOR MONITORING PURPOSES PER MONTH,RN TELEPHONE CALLS TO DMP,
S0340,"LIFESTYLE MODIFICATION PROGRAM FOR MANAGEMENT OF CORONARY ARTERY DISEASE, INCLUDING ALL SUPPORTIVE SERVICES FIRST QUARTER/STAGE",LIFESTYLE MOD 1ST STAGE,
S0341,"LIFESTYLE MODIFICATION PROGRAM FOR MANAGEMENT OF CORONARY ARTERY DISEASE, INCLUDING ALL SUPPORTIVE SERVICES SECOND OR THIRD QUARTER/STAGE",LIFESTYLE MOD 2 OR 3 STAGE,
S0342,"LIFESTYLE MODIFICATION PROGRAM FOR MANAGEMENT OF CORONARY ARTERY DISEASE, INCLUDING ALL SUPPORTIVE SERVICES FOURTH QUARTER/STAGE",LIFESTYLE MOD 4TH STAGE,
S0390,"ROUTINE FOOT CARE REMOVAL AND/OR TRIMMING OF CORNS, CALLUSES AND/OR NAILS AND PREVENTIVE MAINTENANCE IN SPECIFIC MEDICAL CONDITIONS (E.G. DIAB",ROUTINE FT CARE RMVAL CORNS,"S), PER VISIT"
S0395,IMPRESSION CASTING OF A FOOT PERFORMED BY A PRACTITIONER OTHER THAN THE MANUFACTURER OF THE ORTHOTIC,IMPRESSION CASTING FT,
S0400,GLOBAL FEE FOR EXTRACORPOREAL SHOCK WAVE LITHOTRIPSY TREATMENT OF KIDNEY STONE(S),GLOBAL ESWL KIDNEY,
S0500,"DISPOSABLE CONTACT LENS, PER LENS",DISPOS CONT LENS,
S0504,"SINGLE VISION PRESCRIPTION LENS (SAFETY, ATHLETIC, OR SUNGLASS), PER LENS",SINGL PRSCRP LENS,
S0506,"BIFOCAL VISION PRESCRIPTION LENS (SAFETY, ATHLETIC, OR SUNGLASS), PER LENS",BIFOC PRSCP LENS,
S0508,"TRIFOCAL VISION PRESCRIPTION LENS (SAFETY, ATHLETIC, OR SUNGLASS), PER LENS",TRIFOC PRSCRP LENS,
S0510,"NON-PRESCRIPTION LENS (SAFETY, ATHLETIC, OR SUNGLASS), PER LENS",NON-PRSCRP LENS,
S0512,"DAILY WEAR SPECIALTY CONTACT LENS, PER LENS",DAILY CONT LENS,
S0514,"COLOR CONTACT LENS, PER LENS",COLOR CONT LENS,
S0516,SAFETY EYEGLASS FRAMES,SAFETY FRAMES
S0518,SUNGLASSES FRAMES,SUNGLASS FRAMES
S0580,POLYCARBONATE LENS (LIST THIS CODE IN ADDITION TO THE BASIC CODE FOR THE LENS),POLYCARB LENS
S0581,NONSTANDARD LENS (LIST THIS CODE IN ADDITION TO THE BASIC CODE FOR THE LENS),NONSTND LENS
S0590,"INTEGRAL LENS SERVICE, MISCELLANEOUS SERVICES REPORTED SEPARATELY",MISC INTEGRAL LENS SERV
S0592,COMPREHENSIVE CONTACT LENS EVALUATION,COMP CONT LENS EVAL
S0601,SCREENING PROCTOSCOPY,SCREENING PROCTOSCOPY
S0605,"DIGITAL RECTAL EXAMINATION, ANNUAL","DIGITAL RECTAL EXAM, ANNUAL"
S0610,"ANNUAL GYNECOLOGICAL EXAMINATION, NEW PATIENT","ANN GYNECOLOGICAL EXAM,NEW PAT"
S0612,"ANNUAL GYNECOLOGICAL EXAMINATION, ESTABLISHED PATIENT","ANN GYNECOLOGICAL EXAM,EST PAT"
S0620,ROUTINE OPHTHALMOLOGICAL EXAMINATION INCLUDING REFRACTION NEW PATIENT,"ROUT OPHTHALMOLOG EXAM,REF NEW"
S0621,ROUTINE OPHTHALMOLOGICAL EXAMINATION INCLUDING REFRACTION ESTABLISHED PATIENT,"ROUT OPHTHALMOLOG EXAM,REF EST"
S0622,"PHYSICAL EXAM FOR COLLEGE, NEW OR ESTABLISHED PATIENT (LIST SEPARATELY IN ADDITION TO APPROPRIATE EVALUATION AND MANAGEMENT CODE)",PHYS EXAM FOR COLLEGE
S0630,REMOVAL OF SUTURES BY A PHYSICIAN OTHER THAN THE PHYSICIAN WHO ORIGINALLY CLOSED THE WOUND,REM SUTURES PHYS NOT ORIG PHYS
S0800,LASER IN SITU KERATOMILEUSIS (LASIK),"LASER IN SITU KERATOMILE,LASIK"
S0810,PHOTOREFRACTIVE KERATECTOMY (PRK),PHOTOREFRACT KERATECTOMY (PRK)
S0812,PHOTOTHERAPEUTIC KERATECTOMY (PTK),PHOTOTHERAP KERATECT
S0820,"COMPUTERIZED CORNEAL TOPOGRAPHY, UNILATERAL","COMPUT CORNEAL TOPOGRAPHY,UNIL"
S0830,"ULTRASOUND PACHYMETRY TO DETERMINE CORNEAL THICKNESS, WITH INTERPRETATION AND REPORT, UNILATERAL","ULTRASD PACHYM,CORN THICK,UNIL"
S1001,"DELUXE ITEM, PATIENT AWARE (LIST IN ADDITION TO CODE FOR BASIC ITEM)",DELUXE ITEM
S1002,CUSTOMIZED ITEM (LIST IN ADDITION TO CODE FOR BASIC ITEM),CUSTOM ITEM
S1015,IV TUBING EXTENSION SET,IV TUBING EXTENSION SET
S1016,"NON-PVC (POLYVINYL CHLORIDE) INTRAVENOUS ADMINISTRATION SET, FOR USE WITH DRUGS THAT ARE NOT STABLE IN PVC E.G., PACLITAXEL","NON-PVC IV AD,DRG NOT STAB,PVC"
S1025,INHALED NITRIC OXIDE FOR THE TREATMENT OF HYPOXIC RESPIRATORY FAILURE IN THE NEONATE PER DIEM,INHAL NITRIC OXIDE NEONATE
S1030,"CONTINUOUS NONINVASIVE GLUCOSE MONITORING DEVICE, PURCHASE (FOR PHYSICIAN INTERPRETATION OF DATA, USE CPT CODE)",GLUC MONITOR PURCHASE
S1031,"CONT NONINVASIVE GLUCOSE MONITOR DEVICE, RENTAL, INCL SENSR, SENSR REPLCMNT,&DOWNLOAD MONITOR (FOR PHYSICIAN INTERPRET, DATA, USE CPT CD)",GLUC MONITOR RENTAL
S1040,"CRAINAL REMOLDING ORTHOSIS, RIGID, WITH SOFT INTERFACE MATERIAL, CUSTOM FABRICATED, INCLUDES FITTING AND ADJUSTMENT(S)",CRAINAL REMOLDING ORTHOSIS
S2053,TRANSPLANTATION OF SMALL INTESTINE AND LIVER ALLOGRAFTS,"TRANSPL,SM INTEST & LIV ALLOGF"
S2054,TRANSPLANTATION OF MULTIVISCERAL ORGANS,"TRANSPL, MULTIVISCERAL ORGANS"
S2055,"HARVESTING OF DONOR MULTIVISCERAL ORGANS, WITH PREPARATION AND MAINTENANCE OF ALLOGRAFTS FROM CADAVER DONOR","HARV,MULTIVISC ORG,ALLOGFT CAD"
S2060,LOBAR LUNG TRANSPLANTATION,LOBAR LUNG TRANSPLANTATION
S2061,"DONOR LOBECTOMY (LUNG) FOR TRANSPLANTATION, LIVING DONOR","DON LOBECT (LUNG),TRANSPLT,LIV"
S2065,SIMULTANEOUS PANCREAS KIDNEY TRANSPLANTATION,SIMULT PANC KIDN TRANS,
S2080,LASER-ASSISTED UVULOPALATOPLASTY (LAUP),LAUP,
S2102,ISLET CELL TISSUE TRANSPLANT FROM PANCREAS ALLOGENEIC,ISLET CELL TISSUE TRANSPLANT,
S2103,ADRENAL TISSUE TRANSPLANT TO BRAIN,"ADRENAL TISS TRANSPLANT, BRAIN",
S2107,ADOPTIVE IMMUNOTHERAPY I.E. DEVELOPMENT OF SPECIFIC ANTI-TUMOR REACTIVITY (E.G. TUMOR-INFILTRATING LYMPHOCYTE THERAPY) PER COURSE OF TREATMENT,ADOP IMMUNOTHRPY I.E. DEVEL,
S2112,"ARTHROSCOPY, KNEE, SURGICAL FOR HARVESTING OF CARTILAGE (CHONDROCYTE CELLS)",KNEE ARTHROSCP HARV,
S2115,"OSTEOTOMY, PERIACETABULAR, WITH INTERNAL FIXATION",PERIACETABULAR OSTEOTOMY,
S2120,LOW DENSITY LIPOPROTEIN (LDL) APHERESIS USING HEPARIN-INDUCED EXTRACORPOREAL LDL PRECIPITATION,"LDL APHERES,HEPARIN,EXTRACORPL",
S2130,ENDOLUMINAL RADIOFREQUENCY ABLATION OF REFLUXING SAPHENOUS VEIN,ENDOLUMINAL RADIOFREQ ABLATION,
S2140,"CORD BLOOD HARVESTING FOR TRANSPLANTATION, ALLOGENEIC","CORD BLD HARVEST,TRANSPL,ALLOG",
S2142,"CORD BLOOD-DERIVED STEM-CELL TRANSPLANTATION, ALLOGENEIC","CORD BLD-STEM-CEL TRANSP,ALLOG",
S2150,"BN MARRW/BLOOD-DERIVED PERIPH STEM CELL HARV&TRANSPLANT, ALLO/AUTOLOGOUS, INCL PHERES, HI-DOS CHEMOTX,&28 DAYS, PST-TRANSPLANT CARE (INCL DRGS ",BMT HARV/TRANSPL 28D PKG,"SPIZATION MED, SURG, DIAG&EMRGNCY SVCS)"
S2202,ECHOSCLEROTHERAPY,ECHOSCLEROTHERAPY,
S2205,"MINIMALLY INVASIVE DIRECT CORONARY ARTERY BYPASS SURGERY INVOLVING MINI-THORACOTOMY OR MINI-STERNOTOMY SURGERY, PERFORMED UNDER DIRECT VISION ","SURG,MINI-THORAC/STRN 1 ART GF","NG ARTERIAL GRAFT(S), SINGLE CORONARY ARTERIAL GRAFT"
S2206,"MINIMALLY INVASIVE DIRECT CORONARY ARTERY BYPASS SURGERY INVOLVING MINI-THORACOTOMY OR MINI-STERNOTOMY SURGERY, PERFORMED UNDER DIRECT VISION ","SURG,MINI-THORAC/STRN 2 ART GF","NG ARTERIAL GRAFT(S), TWO CORONARY ARTERIAL GRAFTS"
S2207,"MINIMALLY INVASIVE DIRECT CORONARY ARTERY BYPASS SURGERY INVOLVING MINI-THORACOTOMY OR MINI-STERNOTOMY SURGERY, PERFORMED UNDER DIRECT VISION ","SURG,MINI-THORAC/STRN 1 VEN GF","NG VENOUS GRAFT ONLY, SINGLE CORONARY VENOUS GRAFT"
S2208,"MINIMALLY INVASIVE DIRECT CORONARY ARTERY BYPASS SURGERY INVOLVING MINI-THORACOTOMY OR MINI-STERNOTOMY SURGERY, PERFORMED UNDER DIRECT VISION ","SURG,MIN-THORAC/STRN 1 ART&VEN","NG SINGLE ARTERIAL AND VENOUS GRAFT(S),1 VENOUS GRAFT"
S2209,"MINIMALLY INVASIVE DIRECT CORONARY ARTERY BYPASS SURGERY INVOLVING MINI-THORACOTOMY OR MINI-STERNOTOMY SURGERY, PERFORMED UNDER DIRECT VISION ","SRG,MIN-THORA/STRN 2 ART,1 VEN",NG TWO ARTERIAL GRAFTS AND SINGLE VENOUS GRAFT
S2211,"TRANSCATHETER PLACEMENT OF INTRAVASCULAR STENT(S), CAROTID ARTERY, PERCUTANEOUS, UNILATERAL (IF PERFORMED BILATERALLY, USE-50 MODIFIER)",TRANSCATH PLACE INTRAVAS STENT,
S2250,UTERINE ARTERY EMBOLIZATION FOR UTERINE FIBROIDS,UTERINE ARTERY EMBOLIZ,
S2260,"INDUCED ABORTION, 17 TO 24 WEEKS, ANY SURGICAL METHOD",INDUCED ABORTION 17-24 WEEKS,
S2262,"ABORTION FOR MATERNAL INDICATION, 25 WEEKS OR GREATER","ABORTION MATERNAL INDIC,>=25W",
S2265,"ABORTION FOR FETAL INDICATION, 25-28 WEEKS","ABORTION,25-28WKS FETAL INDICA",
S2266,"ABORTION FOR FETAL INDICATION, 29-31 WEEKS","ABORTION,29-31WKS FETAL INDICA",
S2267,"ABORTION FOR FETAL INDICATION, 32 WEEKS OR GREATER","ABORTION,>=32 WKS FETAL INDICA",
S2300,"ARTHROSCOPY, SHOULDER, SURGICAL WITH THERMALLY-INDUCED CAPSULORRHAPHY","ARTHROSCOP,SHOULD THERM CAPSUL",
S2340,CHEMODENERVATION OF ABDUCTOR MUSCLE(S) OF VOCAL CORD,"CHEMODENERVAT,ABDUCTOR MUS,VOC",
S2341,CHEMODENERVATION OF ADDUCTOR MUSCLE(S) OF VOCAL CORD,CHEMODENERV ADDUCT VOCAL,
S2342,"NASAL ENDOSCOPY FOR POST-OPERATIVE DEBRIDEMENT FOLLOWING FUNCTIONAL ENDOSCOPIC SINUS SURGERY, NASAL AND/OR SINUS CAVITY(S), UNILATERAL OR BILAT",NASAL ENDOSCOP PO DEBRID,L
S2350,"DISKECTOMY, ANTERIOR, WITH DECOMPRESSION OF SPINAL CORD AND/OR NERVE ROOT(S), INCLUDING OSTEOPHYTECTOMY LUMBAR, SINGLE INTERSPACE","DISKECT,ANT,DECOM,SP/NER LUM,1",
S2351,"DISKECTOMY, ANTERIOR, WITH DECOMPRESSION OF SPINAL CORD AND/OR NERVE ROOT(S), INCLUDING OSTEOPHYTECTOMY LUMBAR, EACH ADDITIONAL INTERSPACE (LI","DISKECT,DECOM,SP/NER LUM,EA AD",SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)
S2360,"PERCUTANEOUS VERTEBROPLASTY, ONE VERTEBRAL BODY, UNILATERAL OR BILATERAL INJECTION CERVICAL",VERTEBROPLAST CERV 1ST,
S2361,EACH ADDITIONAL CERVICAL VERTEBRAL BODY (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE),VERTEBROPLAST CERV ADDL
S2370,"INTRADISCAL ELECTROTHERMAL THERAPY, SINGLE INTERSPACE",INTRADISCAL ELECTROTHERML TH 1
S2371,EACH ADDITIONAL INTERSPACE (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE),EACH ADDITIONAL INTERSPACE
S2400,"REPAIR, CONGENITAL DIAPHRAGMATIC HERNIA IN THE FETUS USING TEMPORARY TRACHEAL OCCLUSION, PROCEDURE PERFORMED IN UTERO","REPAIR,CONGENI DIAPHRAG HERNIA"
S2401,"REPAIR, URINARY TRACT OBSTRUCTION IN THE FETUS, PROCEDURE PERFORMED IN UTERO",FETAL SURG URIN TRAC OBSTR
S2402,"REPAIR, CONGENITAL CYSTIC ADENOMATOID MALFORMATION IN THE FETUS, PROCEDURE PERFORMED IN UTERO",FETAL SURG CONG CYST MALF
S2403,"REPAIR, EXTRALOBAR PULMONARY SEQUESTRATION IN THE FETUS, PROCEDURE PERFORMED IN UTERO",FETAL SURG PULMON SEQUEST
S2404,"REPAIR, MYELOMENINGOCELE IN THE FETUS, PROCEDURE PERFORMED IN UTERO",FETAL SURG MYELOMENINGO
S2405,"REPAIR OF SACROCOCCYGEAL TERATOMA IN THE FETUS, PROCEDURE PERFORMED IN UTERO","REPAIR,SACROCOCCYGEAL TERATOMA"
S2409,"REPAIR, CONGENITAL MALFORMATION OF FETUS, PROCEDURE PERFORMED IN UTERO, NOT OTHERWISE CLASSIFIED",FETAL SURG NOC
S2411,FETOSCOPIC LASER THERAPY FOR TREATMENT OF TWIN-TO-TWIN TRANSFUSION SYNDROME,FETOSCOP LASER THER TTTS
S3600,STAT LABORATORY REQUEST (SITUATIONS OTHER THAN S3601),STAT LAB
S3601,EMERGENCY STAT LABORATORY CHARGE FOR PATIENT WHO IS HOMEBOUND OR RESIDING IN A NURSING FACILITY,STAT LAB HOME/NF
S3620,"NEWBORN METABOLIC SCREENING PANEL, INCLUDES TEST KIT, POSTAGE AND THE LABORATORY TESTS SPECIFIED BY THE STATE FOR INCLUSION IN THIS PANEL",NEWBORN METABOLIC SCREENING
S3630,"EOSINOPHIL COUNT, BLOOD, DIRECT",EOSINOPHIL BLOOD COUNT
S3645,HIV-1 ANTIBODY TESTING OF ORAL MUCOSAL TRANSUDATE,"HIV-1 ANTIBODY TEST,ORAL MUCOS"
S3650,"SALIVA TEST, HORMONE LEVEL DURING MENOPAUSE","SALIVA TEST,HORM LEV MENOPAUSE",
S3652,"SALIVA TEST, HORMONE LEVEL TO ASSESS PRETERM LABOR RISK","SALIVA TEST,HORM PRETERM LABOR",
S3655,ANTISPERM ANTIBODIES TEST (IMMUNOBEAD),ANTISPERM ANTIBODIES TEST,
S3701,"IMMUNOASSAY FOR NUCLEAR MATRIX PROTEIN 22 (NMP-22), QUANTITATIVE",NMP-22 ASSAY,
S3708,GASTROINTESTINAL FAT ABSORPTION STUDY,GASTROINTESTIN FAT ABSORPT STD,
S3818,COMPLETE GENE SEQUENCE ANALYSIS BRCA1 GENE,BRCA1 GENE ANAL,
S3819,COMPLETE GENE SEQUENCE ANALYSIS BRCA2 GENE,BRCA2 GENE ANAL,
S3830,COMPLETE MLH1 AND MLH2 GENE SEQUENCE ANALYSIS FOR HEREDITARY NONPOLYPOSIS COLORECTAL CANCER (HNPCC) GENETIC TESTING,GENE TEST HNPCC COMP,
S3831,"1-MUTATION ANAL (IN INDIV W KNOWN MLH1&MLH2 MUTATION THE FAMILY), HEREDITARY NONPOLYPOSIS COLOREC CA (HNPCC) GENETIC TSTING",GENE TEST HNPCC SINGLE,
S3835,COMPLETE GENE SEQUENCE ANALYSIS FOR CYSTIC FIBROSIS GENETIC TESTING,GENE TEST CYSTIC FIBROSIS,
S3837,COMPLETE GENE SEQUENCE ANALYSIS FOR HEMOCHROMATOSIS GENETIC TESTING,GENE TEST HEMOCHROMATO,
S3900,SURFACE ELECTROMYOGRAPHY (EMG),SURFACE EMG,
S3902,BALLISTOCARDIOGRAM,BALLISTOCARDIOGRAM,
S3904,MASTERS TWO STEP,MASTERS TWO STEP,
S4005,INTERIM LABOR FACILITY GLOBAL (LABOR OCCURRING BUT NOT RESULTING IN DELIVERY),INTERIM LABOR FAC GLOBAL,
S4011,"IN VITRO FERTILIZATION INCLUDING BUT NO LIMITED IDENTIFICATION&INCUBATION, MATURE OOCYTES, FERTILIZATION W SPERM, INCUBATION, EMBRYO(S),&SUBSE",IVF PACKAGE,"NT VISUALIZATION, DETERMINATION, DEVELOPMENT"
S4013,"COMPLETE CYCLE, GAMETE INTRAFALLOPIAN TRANSFER (GIFT), CASE RATE","COMPLETE CYC,GAMETE TRANSFER"
S4014,"COMPLETE CYCLE, ZYGOTE INTRAFALLOPIAN TRANSFER (ZIFT), CASE RATE","COMPLETE CYC,ZYGOTE TRANSFER"
S4015,"COMPLETE IN VITRO FERTILIZATION CYCLE, NOT OTHERWISE SPECIFIED, CASE RATE",COMP VITRO FERTILIZATION CYCLE
S4016,"FROZEN IN VITRO FERTILIZATION CYCLE, CASE RATE",FROZEN IVF CASE RATE
S4017,"INCOMPLETE CYCLE, TREATMENT CANCELLED PRIOR TO STIMULATION, CASE RATE","COMPLETE CYC,CNCLD PRIOR STIM"
S4018,"FROZEN EMBRYO TRANSFER PROCEDURE CANCELLED BEFORE TRANSFER, CASE RATE",F EMB TRNS CANC CASE RATE
S4020,"IN VITRO FERTILIZATION PROCEDURE CANCELLED BEFORE ASPIRATION, CASE RATE",IVF CANC A ASPIR CASE RATE
S4021,"IN VITRO FERTILIZATION PROCEDURE CANCELLED AFTER ASPIRATION, CASE RATE",IVF CANC P ASPIR CASE RATE
S4022,"ASSISTED OOCYTE FERTILIZATION, CASE RATE",ASST OOCYTE FERT CASE RATE
S4023,"DONOR EGG CYCLE, INCOMPLETE, CASE RATE","DONOR EGG CYCLE,INCOMPLETE"
S4025,"DONOR SERVICES FOR IN VITRO FERTILIZATION (SPERM OR EMBRYO), CASE RATE",DONOR SERV IVF CASE RATE
S4026,PROCUREMENT OF DONOR SPERM FROM SPERM BANK,PROCURE DONOR SPERM
S4027,STORAGE OF PREVIOUSLY FROZEN EMBRYOS,STORE PREV FROZ EMBRYOS
S4028,MICROSURGICAL EPIDIDYMAL SPERM ASPIRATION (MESA),MICROSURG EPI SPERM ASP
S4030,SPERM PROCUREMENT AND CRYOPRESERVATION SERVICES INITIAL VISIT,SPERM PROCURE INIT VISIT
S4031,SPERM PROCUREMENT AND CRYOPRESERVATION SERVICES SUBSEQUENT VISIT,SPERM PROCURE SUBS VISIT
S4035,"STIMULATED INTRAUTERINE INSEMINATION (IUI), CASE RATE",STMLTD INTRAUTERN INSEMINATION
S4036,"INTRAVAGINAL CULTURE (IVC), CASE RATE","INTRAVAGINAL CULTURE,CASE RATE"
S4037,"CRYOPRESERVED EMBRYO TRANSFER, CASE RATE",CRYOPRESERVED EMBRYO TRANSFER
S4040,"MONITORING AND STORAGE OF CRYOPRESERVED EMBRYOS, PER 30 DAYS",MONITOR&STORAGE CRYOPR EMBRYOS
S4981,INSERTION OF LEVONORGESTREL-RELEASING INTRAUTERINE SYSTEM,INSERT LEVONORGESTREL IUS
S4989,"CONTRACEPTIVE INTRAUTERINE DEVICE (E.G. PROGESTACERT IUD), INCLUDING IMPLANTS AND SUPPLIES",CONTRACEPT IUD
S4990,"NICOTINE PATCHES, LEGEND",NICOTINE PATCH LEGEND
S4991,"NICOTINE PATCHES, NON-LEGEND",NICOTINE PATCH NONLEGEND
S4993,CONTRACEPTIVE PILLS FOR BIRTH CONTROL,CNTRCEPTVE PILLS BIRTH CONTROL
S4995,SMOKING CESSATION GUM,SMOKING CESSATION GUM
S5000,"PRESCRIPTION DRUG, GENERIC","PRESCRIPTION DRUG, GENERIC"
S5001,"PRESCRIPTION DRUG, BRAND NAME","PRESCRIPTION DRUG, BRAND NAME"
S5010,"5% DEXTROSE AND 45% NORMAL SALINE, 1000 ML","5% DEXTRS,0.45% NOR SAL,1000ML"
S5011,"5% DEXTROSE IN LACTATED RINGER'S, 1000 ML","5% DEXTROSE,LACT RING, 1000 ML"
S5012,"5% DEXTROSE WITH POTASSIUM CHLORIDE, 1000 ML","5% DEXTROS,POTAS CHLOR,1000 ML"
S5013,"5% DEXTROSE/45% NORMAL SALINE WITH POTASSIUM CHLORIDE AND MAGNESIUM SULFATE, 1000 ML","5% DEXTRS/0.45% NOR SAL,1000ML"
S5014,"5% DEXTROSE/0.45% NORMAL SALINE WITH POTASSIUM CHLORIDE AND MAGNESIUM SULFATE, 1500 ML",D5W/0.45NS W KCL AND MGS04
S5035,"HOME INFUSION THERAPY, ROUTINE SERVICE OF INFUSION DEVICE (E.G. PUMP MAINTENANCE)",HIT ROUTINE DEVICE MAINT
S5036,"HOME INFUSION THERAPY, REPAIR OF INFUSION DEVICE (E.G. PUMP REPAIR)",HIT DEVICE REPAIR
S5100,"DAY CARE SERVICES, ADULT PER 15 MINUTES",ADULT DAY CARE SERVICES 15 MIN
S5101,"DAY CARE SERVICES, ADULT PER HALF DAY",ADULT DAY CARE PER HALF DAY
